39.079968,39.285904,111.54784,1.425092
44.154176,40.934528,114.70688,3.129395
54.964624,44.446872,121.43712,3.484522
70.832832,49.602496,131.31616,3.813255
89.6,55.7,143,4.144268
108.367168,61.797504,154.68384,4.516527
124.235376,66.953128,164.56288,4.78115
135.045824,70.465472,171.29312,5.027513
140.120032,72.114096,174.45216,5.301759
141,72.4,175,5.556888
140.811679999986,72.2270879999933,175.02568,5.815493
139.725760000003,71.2300159999886,175.173759999998,5.961635
137.412239999992,69.1057839999739,175.489240000001,6.114536
134.016320000019,65.9877120000037,175.95232,6.271267
130.000000000011,62.2999999999847,176.499999999997,6.418678
125.983680000014,58.6122880000221,177.047679999994,6.57524
122.587760000039,55.4942160000173,177.510759999996,6.722229
120.274240000002,53.3699840000227,177.826239999993,6.868538
119.188320000027,52.3729120000062,177.974319999995,7.026674
119,52.2000000000298,177.999999999996,7.169106
118.308352000008,52.0870079999986,177.426480000006,7.319025
114.320063999988,51.435455999994,174.119359999981,7.565086
105.82313600001,50.0473439999973,167.073639999997,7.821298
93.3508479999891,48.0097919999987,156.731519999992,8.076357
78.6000000000131,45.5999999999963,144.499999999995,8.320474
63.8491519999952,43.190207999995,132.268479999992,8.564149
51.3768639999944,41.1526559999961,121.926359999965,8.814859
42.8799359999866,39.7645439999933,114.880639999985,9.07095
38.8916479999534,39.1129919999958,111.573519999962,9.319458
38.200000000048,39.0000000000009,110.999999999985,9.568371
39.079968,39.285904,111.54784,1.524596
44.154176,40.934528,114.70688,3.193121
54.964624,44.446872,121.43712,3.541583
70.832832,49.602496,131.31616,3.881914
89.6,55.7,143,4.239488
108.367168,61.797504,154.68384,5.273475
124.235376,66.953128,164.56288,7.088165
135.045824,70.465472,171.29312,7.480463
140.120032,72.114096,174.45216,7.877944
141,72.4,175,8.126496
140.811679999986,72.2270879999933,175.02568,8.38126
139.725760000003,71.2300159999886,175.173759999998,8.53916
137.412239999992,69.1057839999739,175.489240000001,8.69282
134.016320000019,65.9877120000037,175.95232,8.844325
130.000000000011,62.2999999999847,176.499999999997,9.023502
125.983680000014,58.6122880000221,177.047679999994,9.203316
122.587760000039,55.4942160000173,177.510759999996,9.45157
120.274240000002,53.3699840000227,177.826239999993,9.627692
119.188320000027,52.3729120000062,177.974319999995,9.80317
119,52.2000000000298,177.999999999996,9.97889
118.308352000008,52.0870079999986,177.426480000006,10.164348
